CDRCode,statute,CDRDescription,classification,class,CDRStatus,RangeOfPunishment,max_time_days,min_time_days,conjunct,max_fine,min_fine,mandatory_incarceration,mandatory_fine,drug_type,drug_crime_category,other_punish,statutory_requires_gps,statutory_most_serious,statutory_nonviolent,statutory_serious,statutory_violent,statutory_unlisted
2195,56-27-0010,TRAFFIC / PROFESSIONAL HOUSEMOVING CHAPTER VIOLATION - 3RD OR SUB. OFFENSE,M,U,Active,"FINE NLT $1,000",0,0,NONE,3000,1000,FALSE,TRUE,,,,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
2196,56-31-0050(C),FALSE / FALSE REPORT BY RENTAL COMPANY REGARDING SURCHARGE ON RENTALS,M,C,Active,NMT 1 YEAR &/OR NMT $1000,365,0,AND/OR,1000,0,FALSE,FALSE,,,,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
2199,57-05-0190,SAVANNAH / SAVANNAH RIVER PROJECT HIGHWAY USE VIOLATION,M,U,Active,NMT 30 DAYS &/OR NMT $100,30,0,AND/OR,100,0,FALSE,FALSE,,,,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
2200,57-05-1010,HIGHWAY / CONTROLLED ACCESS HIGHWAY FACILITIES ARTICLE VIOLATION,M,U,Active,NMT 30 DAYS OR NMT $100,30,0,OR,100,0,FALSE,FALSE,,,,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
2201,57-05-1490,HIGHWAY / FAILURE TO PAY TURNPIKE TOLL,M,U,Active,NMT 30 DAYS OR NMT $200,30,0,OR,200,0,FALSE,FALSE,,,,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
2202,57-07-0010,"HIGHWAY / NEGLIGENT, WILLFUL, OR WANTON DAMAGE TO HIGHWAYS",M,U,Active,NMT 30 DAYS OR NMT $100,30,0,OR,100,0,FALSE,FALSE,,,,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
2203,57-07-0020(A),HIGHWAY / PUTTING FOREIGN SUBSTANCE ON HIGHWAY,M,U,Active,NMT 30 DAYS OR NMT $100,30,0,OR,100,0,FALSE,FALSE,,,,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
2204,57-07-0020(B),HIGHWAY / PUTTING FOREIGN SUBSTANCE ON HIGHWAY WITH MALICE,M,U,Active,"10 DAYS - 60 DAYS OR $200 - $1,000",60,0,OR,1000,0,FALSE,FALSE,,,,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
2205,57-07-0020(C),"HIGHWAY / PUTTING FOREIGN SUBSTANCE ON HIGHWAY WITH MALICE, PERSONAL INJURY RESULTS",M,A,Active,"NMT 3 YEARS &/OR $500 - $2,000",1095,0,AND/OR,2000,0,FALSE,FALSE,,,,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
2206,57-07-0020(D),"HIGHWAY / PUTTING FOREIGN SUBSTANCE ON HIGHWAY WITH MALICE, DEATH RESULTS",F,U,Active,DEATH OR LIFE,365000,36500,NONE,0,0,TRUE,FALSE,,,,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE
2207,57-07-0030,HIGHWAY / USE OF CHAINS ON VEHICLE IN VIOLATION OF REGULATIONS,M,U,Active,NMT 30 DAYS OR NMT $100,30,0,OR,100,0,FALSE,FALSE,,,,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
2208,57-07-0040,HIGHWAY / INJURING HIGHWAY MILEPOST OR MILESTONE,M,U,Active,FINE $10,0,0,NONE,10,10,FALSE,TRUE,,,,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
2209,57-07-0050,HIGHWAY / CUTTING TRENCHES IN STATE HIGHWAY,M,U,Active,NMT 30 DAYS OR NMT $100,30,0,OR,100,0,FALSE,FALSE,,,,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
2210,57-07-0080,HIGHWAY / USE OF VEHICLE OR LOAD WHICH DRAGS ON ROAD,M,U,Active,NMT 30 DAYS &/OR NMT $100,30,0,AND/OR,100,0,FALSE,FALSE,,,,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
2211,57-07-0210,HIGHWAY / OBSTRUCTION OF HIGHWAY,M,U,Active,NMT 30 DAYS OR NMT $100,30,0,OR,100,0,FALSE,FALSE,,,,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
2212,57-07-0240,HIGHWAY / OBSTRUCTION OF ROAD BY RAILROAD CAR,M,U,Active,FINE $5 - $20,0,0,NONE,20,5,FALSE,TRUE,,,,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
2213,57-13-0110,HIGHWAY / INJURY OR DESTRUCTION OF BRIDGES ON PUBLIC ROAD,M,U,Active,30 DAYS - 90 DAYS OR $50 - $500,90,0,OR,500,0,FALSE,FALSE,,,,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
2219,57-17-0030,HIGHWAY / INTERFERENCE WITH SURVEYOR LAYING OUT COUNTY PUBLIC ROAD,M,U,Active,NMT 20 DAYS OR NMT $10,20,0,OR,10,0,FALSE,FALSE,,,,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
2220,57-17-0080,HIGHWAY / NEGLECT TO REPAIR ROADS OR BRIDGES BY COUNTY GOVERNING BODY,M,U,Active,FINE $100 - $500,0,0,NONE,500,100,FALSE,TRUE,,,,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
2221,57-17-0110,HIGHWAY / COUNTY CONTRACTS SPEND MORE THAN FOUR FIFTHS OF HIGHWAY MONEY BEFORE LAST QUARTER OF FISCAL YEAR,M,U,Active,10 DAYS - 30 DAYS OR $5 - $30,30,0,OR,30,0,FALSE,FALSE,,,,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
2222,57-23-0020,"HIGHWAY / INJURY TO PLANTS, SHRUBS, OR TREES ALONG BEAUTIFIED SECTION OF HIGHWAY",M,U,Active,NMT 30 DAYS OR NMT $100,30,0,OR,100,0,FALSE,FALSE,,,,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
2223,57-25-0010,HIGHWAY / DISPLAYING SIGN ON HIGHWAY RIGHT OF WAY,M,U,Active,NMT 30 DAYS OR NMT $100,30,0,OR,100,0,FALSE,FALSE,,,,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
2224,57-25-0140,HIGHWAY / ILLEGAL ADVERTISING DEVICE,M,U,Active,NMT 30 DAYS OR NMT $200,30,0,OR,200,0,FALSE,FALSE,,,,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
2225,57-27-0057,HIGHWAY / JUNKYARD CONTROL ACT VIOLATION,M,U,Active,NMT 30 DAYS OR NMT $100,30,0,OR,100,0,FALSE,FALSE,,,,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
2226,58-01-0010,RAILROAD / ACCEPTING FREE RIDE ON RAILROAD OR TELEGRAPH FRANK BY CERTAIN OFFICIALS,M,U,Active,NMT 6 MONTHS OR NMT $500,180,0,OR,500,0,FALSE,FALSE,,,,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
2227,58-01-0020,RAILROAD / OFFER OF FREE PASS OR REDUCED RATES BY COMPANY TO CERTAIN OFFICIALS,M,U,Active,NMT 10 YEARS &/OR DISCRETIONARY FINE,3650,0,AND/OR,150000,0,FALSE,FALSE,,,,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
2228,58-03-0225,PSC / CONTEMPT OF PUBLIC SERVICE COMMISSION HEARING,M,U,Active,NMT 30 DAYS &/OR NMT $500,30,0,AND/OR,500,0,FALSE,FALSE,,,,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
2229,58-05-0370,PSC / CHARGING WATER OR GAS RATE HIGHER THAN SET BY PUBLIC SERVICE COMMISSION,M,U,Active,FINE $25 - $100,0,0,NONE,100,25,FALSE,TRUE,,,,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
2232,58-12-0070,CABLE / CABLE TV COMPANY INSTALLING EQUIPMENT ON OR UNDER PRIVATE PROPERTY WITHOUT WRITTEN CONSENT,M,U,Active,FINE $100,0,0,NONE,100,100,FALSE,TRUE,,,,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
2233,58-13-0020,RAILROAD / WILLFUL OR RECKLESS INJURY TO BAGGAGE,M,U,Active,NMT 30 DAYS OR NMT $50,30,0,OR,50,0,FALSE,FALSE,,,,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
2234,58-13-0030,"RAILROAD / FRAUDULENT EVASION OF TOLL, OTHER THAN RIDING ON TRAIN WITHOUT PERMISSION",M,U,Active,NMT 30 DAYS OR NMT $50,30,0,OR,50,0,FALSE,FALSE,,,,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
2235,58-13-0030,"RAILROAD / FRAUDULENT EVASION OF TOLL, RIDING ON TRAIN WITHOUT PERMISSION",M,U,Active,NMT 5 DAYS OR NMT $5,5,0,OR,5,0,FALSE,FALSE,,,,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
2236,58-15-0830,RAILROAD / PLACING EXPLOSIVES ON RAILROAD TRACKS,M,U,Active,NMT 30 DAYS OR NMT $200,30,0,OR,200,0,FALSE,FALSE,,,,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
2237,58-15-0880,RAILROAD / RIOTOUS OR DISORDERLY CONDUCT ON TRAINS,M,U,Active,NMT 30 DAYS OR NMT $100,30,0,OR,100,0,FALSE,FALSE,,,,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
2238,58-15-0890,RAILROAD / USING TYPE OF CROSS USED AT RAILROAD CROSSING IN ADVERTISING,M,U,Active,NMT 30 DAYS OR NMT $100,30,0,OR,100,0,FALSE,FALSE,,,,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
2239,58-15-0900,"RAILROAD / MAKING, SELLING OR PURCHASING DUPLICATE RAILROAD SWITCH KEY",M,U,Active,NMT 30 DAYS OR NMT $100,30,0,OR,100,0,FALSE,FALSE,,,,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
2240,58-15-1110,"RAILROAD / VIOLATION BY RAILROADS OF INTERSTATE COMMERCE ACT, BY CORPORATION",M,U,Active,"FINE $1,000 - $5,000",0,0,NONE,5000,1000,FALSE,TRUE,,,,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
2241,58-17-1390,RAILROAD / INJURY OF PERSON OR PROPERTY AT RAILROAD CROSSING NOT HAVING REQUIRED SIGNALS,M,U,Active,FINE- DISCRETIONARY FINE,0,0,NONE,300,0,FALSE,FALSE,,,,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
2242,58-17-1950,RAILROAD / CHARGING UNREASONABLE RATES BY RAILROAD CORPORATION,M,U,Active,"FINE $100 - $1,000",0,0,NONE,1000,100,FALSE,TRUE,,,,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
2243,58-17-1960,RAILROAD / UNJUST DISCRIMINATION IN RATES BY RAILROAD CORPORATION,M,U,Active,"FINE $100 - $1,000",0,0,NONE,1000,100,FALSE,TRUE,,,,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
2244,58-17-3400,RAILROAD / REMOVAL OF HAND OR LEVER CARS FROM TRACK AND LEAVING NEAR CROSSING,M,U,Active,NMT 30 DAYS OR NMT $50,30,0,OR,50,0,FALSE,FALSE,,,,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
2245,58-17-0010,RAILROAD / VIOLATION OF GENERAL RAILROAD LAW CHAPTER,M,U,Active,FINE NLT $200,0,0,NONE,600,200,FALSE,TRUE,,,,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
2246,58-17-4080,RAILROAD / OBSTRUCTION OF HIGHWAY BY RAILROAD CAR,M,U,Active,FINE $5 - $20 & ALL DAMAGES ARISING TO ANY HIGHWAY,0,0,NONE,300,5,FALSE,TRUE,,,,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
2247,58-17-4095,RAILROAD / PARKING OR OPERATING VEHICLE ON RAILROAD RIGHT OF WAY,M,U,Active,NMT 30 DAYS OR NMT $200,30,0,OR,200,0,FALSE,FALSE,,,,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
2248,58-17-4110,RAILROAD / LOITERING IN AND ABOUT RAILROAD STATION,M,U,Active,NMT 30 DAYS OR NMT $50,30,0,OR,50,0,FALSE,FALSE,,,,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
2249,58-23-0020,CARRIER / OPERATING MOTOR VEHICLE CARRIER WITHOUT CERTIFICATE AND PAYMENT OF FEE - 1ST OFFENSE,M,U,Active,FINE NLT $100,0,0,NONE,300,100,FALSE,TRUE,,,,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
2250,58-23-0020,CARRIER / OPERATING MOTOR VEHICLE CARRIER WITHOUT CERTIFICATE AND PAYMENT OF FEE - 2ND OFFENSE,M,U,Active,FINE NLT $500,0,0,NONE,1500,500,FALSE,TRUE,,,,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
2251,58-23-0020,CARRIER / OPERATING MOTOR VEHICLE CARRIER WITHOUT CERTIFICATE AND PAYMENT OF FEE - 3RD OR SUB. OFFENSE,M,U,Active,"NMT 30 DAYS &/OR NLT $1,000",30,0,AND/OR,3000,0,FALSE,FALSE,,,,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
2252,58-23-0020,CARRIER / MOTOR VEHICLE CARRIERS CHAPTER VIOLATION,M,U,Active,10 DAYS - 30 DAYS OR $25 - $100,30,0,OR,100,0,FALSE,FALSE,,,,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
2253,61-06-2600(4),ALCOHOL / VIOLATION OF MINI-BOTTLE LAW INVOLVING AVOIDANCE OF TAXES,M,U,Active,"FINE NLT $1,000 & PERMANENT REVOCATION OF LICENSE",0,0,AND,3000,1000,FALSE,TRUE,,,PERMANENT REVOCATION OF LICENSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
2254,58-23-1210,"TAXI / TAXIS IN COUNTIES WITH CITY MORE THAN 70,000, ARTICLE VIOLATION",M,U,Active,NMT 30 DAYS OR NMT $100,30,0,OR,100,0,FALSE,FALSE,,,,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
2255,58-23-1830(a),PASSENGER / PUBLIC TRANSPORTATION PASSENGER RIGHTS ACT VIOLATION - 3RD OR SUB. OFFENSE,M,U,Active,NMT 90 DAYS &/OR NMT $1000,90,0,AND/OR,1000,0,FALSE,FALSE,,,,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
2256,58-23-1830(a),PASSENGER / PUBLIC TRANSPORTATION PASSENGER RIGHTS ACT VIOLATION - 2ND OFFENSE,M,U,Active,NMT 60 DAYS OR NMT $500,60,0,OR,500,0,FALSE,FALSE,,,,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
2257,58-23-1830(a),PASSENGER / PUBLIC TRANSPORTATION PASSENGER RIGHTS ACT VIOLATION - 1ST OFFENSE,M,U,Active,NMT 30 DAYS OR NMT $200,30,0,OR,200,0,FALSE,FALSE,,,,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
2258,59-01-0445(1),EDUCATION / MANDATORY TEST SECURITY VIOLATION,M,U,Active,NMT 90 DAYS &/OR NMT $1000,90,0,AND/OR,1000,0,FALSE,FALSE,,,,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
2259,59-111-0180,EDUCATION / MISREPRESENTATION OF ELIGIBILITY FOR FREE TUITION AS CHILD OF ELIGIBLE PERSON,M,U,Active,6 MONTHS - 10 YEARS OR NOT MORE THAN $500,3650,0,OR,500,0,FALSE,FALSE,,,,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
2260,59-111-0370,EDUCATION / MISREPRESENTATION OF ELIGIBILITY FOR FREE TUITION AS RESIDENT OVER 60 Y OLD,M,U,Active,NMT 30 DAYS OR NMT $100,30,0,OR,100,0,FALSE,FALSE,,,,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
2261,59-116-0080(B),IMPERSONATING / IMPERSONATING A CAMPUS POLICE OFFICER,M,U,Active,"10 DAYS - 90 DAYS &/OR $50 - $1,000",90,0,AND/OR,1000,0,FALSE,FALSE,,,,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
2262,59-13-0070,EDUCATION / BOND RECORDKEEPING VIOLATION BY COUNTY SUPERINTENDENT OF EDUCATION,M,U,Active,NMT 30 DAYS OR NMT $100,30,0,OR,100,0,FALSE,FALSE,,,,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
2263,59-19-0310,EDUCATION / EXERCISING OFFICE OF SCHOOL DISTRICT TRUSTEE AFTER TERMINATION OF OFFICE,M,U,Active,30 DAYS - 10 YEARS &/OR NLT $100,3650,0,AND/OR,300,0,FALSE,FALSE,,,,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
2264,59-25-0030,EDUCATION / SCHOOL OFFICIAL REQUIRING TEACHER TO LIVE IN A CERTAIN PLACE,M,U,Active,10 DAYS - 30 DAYS OR $25 - $100,30,0,OR,100,0,FALSE,FALSE,,,,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
2265,59-31-0590,EDUCATION / SCHOOL PERSONNEL ACTING AS AGENT FOR PUBLISHER,M,U,Active,30 DAYS - 10 YEARS &/OR NLT $100,3650,0,AND/OR,300,0,FALSE,FALSE,,,,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
2266,59-45-0070,EDUCATION / ESTABLISHING OR OPERATING HOME STUDY SCHOOL WITHOUT APPROVAL OF BOARD OF EDUCATION,M,U,Active,"FINE $1,000 - $5,000",0,0,NONE,5000,1000,FALSE,TRUE,,,,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
2268,59-53-1940,EDUCATION / INJURY OR DESTRUCTION OF FACILITIES OF JOINT VOCATIONAL SCHOOL BOARD,M,U,Active,NMT 30 DAYS OR $10-$100,30,0,OR,100,0,FALSE,FALSE,,,,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
2269,59-63-0032(E),EDUCATION / FALSE INFORMATION IN AFFIDAVIT MADE TO ENROLL CHILD IN PUBLIC SCHOOL,M,U,Active,FINE NMT $25,0,0,NONE,25,0,FALSE,FALSE,,,,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
2270,59-63-0410,EDUCATION / ENROLLMENT OR TRANSFER OF STUDENT VIOLATION,M,U,Active,SEE STATUTE,,,,,,FALSE,FALSE,,,SEE STATUTE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
2271,59-63-0500,EDUCATION / TRANSFER OF STUDENT WITHOUT CONSENT OF SCHOOL DISTRICT TRUSTEES,M,EX,Active,NMT 30 DAYS OR NMT $25,30,0,OR,25,0,FALSE,FALSE,,,,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
2272,59-65-0020,EDUCATION / FAILURE TO ENROLL OR CAUSE STUDENT TO ATTEND SCHOOL,M,EX,Active,NMT 30 DAYS OR NMT $50,30,0,OR,50,0,FALSE,FALSE,,,,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
2273,59-67-0050,EDUCATION / FAILURE TO REMOVE IDENTIFYING MARKS FROM FORMER SCHOOL BUSES,M,EX,Active,NMT 30 DAYS OR NMT $25,30,0,OR,25,0,FALSE,FALSE,,,,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
2274,59-67-0060,EDUCATION / FAILURE TO REPAINT FORMER SCHOOL BUS A COLOR OTHER THAN YELLOW,M,EX,Active,NMT 30 DAYS &/OR NMT $100,30,0,AND/OR,100,0,FALSE,FALSE,,,,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
2275,59-67-0120,EDUCATION / TAMPERING WITH GOVERNOR ON SCHOOL BUS,M,EX,Active,30 DAYS OR $100,30,0,OR,100,0,FALSE,FALSE,,,,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
2276,59-67-0150,"EDUCATION / NO SMOKING OR DRINKING ON SCHOOL BUS, DRIVER OF GOOD MORAL HABITS",M,U,Active,30 DAYS,30,30,NONE,0,0,TRUE,FALSE,,,,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
2277,59-67-0210,EDUCATION / PASSING OF ONE SCHOOL BUS BY ANOTHER IN UNLAWFUL MANNER,M,U,Active,NMT 30 DAYS OR $100,30,0,OR,100,0,FALSE,FALSE,,,,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
2278,59-67-0245,EDUCATION / INTERFERING WITH OPERATION OF SCHOOL BUS,M,U,Active,NMT 30 DAYS OR NMT $100,30,0,OR,100,0,FALSE,FALSE,,,,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
2279,59-67-0280,"EDUCATION / TRANSPORTATION OF STUDENTS, GENERAL ARTICLE PROVISIONS, ALL OTHER OFFENSES",M,U,Active,5 DAYS - 30 DAYS OR $5 - $100,30,0,OR,100,0,FALSE,FALSE,,,,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
2280,60-04-0030,"RECORDS / LIBRARY RECORDS IDENTIFYING PATRONS, VIOLATION OF CONFIDENTIALITY - 3RD OR SUB. OFFENSE",M,U,Active,"NMT 90 DAYS OR NMT $2,000",90,0,OR,2000,0,FALSE,FALSE,,,,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
2281,60-04-0030,"RECORDS / LIBRARY RECORDS IDENTIFYING PATRONS, VIOLATION OF CONFIDENTIALITY - 2ND OFFENSE",M,U,Active,"NMT 90 DAYS OR NMT $2,000",90,0,OR,2000,0,FALSE,FALSE,,,,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
2282,60-04-0030,"RECORDS / LIBRARY RECORDS IDENTIFYING PATRONS, VIOLATION OF CONFIDENTIALITY - 1ST OFFENSE",M,U,Active,NMT 30 DAYS OR NMT $500,30,0,OR,500,0,FALSE,FALSE,,,,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
2283,61-06-0030,ALCOHOL / SALE OF EXEMPTED ALCOHOL FOR BEVERAGE PURPOSES,M,U,Active,NMT 60 DAYS &/OR NMT $200,60,0,AND/OR,200,0,FALSE,FALSE,,,,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
2286,61-06-0700,ALCOHOL / ALCOHOL FOR COOKING PURPOSES LICENSE VIOLATION,M,U,Active,FINE NMT $500,0,0,NONE,500,0,FALSE,FALSE,,,,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
2287,61-06-2600,"ALCOHOL / VIOL. GENERAL PROV. REGARD. REGULATION, TRANSPORT, POSSESS, CONSUMPTION, SALE OF ALCOHOLIC BEVERAGES",M,U,Active,NMT 30 DAYS OR NMT $100,30,0,OR,100,0,FALSE,FALSE,,,,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
2288,61-04-0120,ALCOHOL / SALE OF BEER OR WINE ON SUNDAY OR MONDAY BEFORE SUNRISE WITHOUT PROPER LICENSE,M,U,Active,NMT 30 DAYS OR NMT $100,30,0,OR,100,0,FALSE,FALSE,,,,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
2289,61-04-0140,ALCOHOL / POSSESSION OR DRINKING OF BEER OR WINE ON LICENSED PREMISES ON SUNDAY,M,U,Active,NMT 30 DAYS OR NMT $100,30,0,OR,100,0,FALSE,FALSE,,,,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
2291,61-04-0200,ALCOHOL / TRANSFER OF BEER OR WINE BY PERMIT HOLDER,M,U,Active,FINE NMT $200,0,0,NONE,200,0,FALSE,FALSE,,,,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
2292,61-04-0560,ALCOHOL / FAILURE TO SECURE REQUIRED BEER OR WINE SALE PERMIT,M,U,Active,10 DAYS - 30 DAYS &/OR $10 - $100,30,0,AND/OR,100,0,FALSE,FALSE,,,,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
2293,61-04-0600,ALCOHOL / FAILURE TO SURRENDER BEER OR WINE SALE LICENSE WHEN REQUIRED,M,U,Active,10 DAYS - 30 DAYS &/OR $20 - $100,30,0,AND/OR,100,0,FALSE,FALSE,,,,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
2294,61-04-0610,"ALCOHOL / SALE OF BEER OR WINE AFTER LICENSE IS REVOKED, CANCELLED OR SUSPENDED",M,U,Active,10 DAYS - 30 DAYS &/OR $20 - $100,30,0,AND/OR,100,0,FALSE,FALSE,,,,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
2295,61-04-0700,ALCOHOL / WINE PROVISIONS VIOLATIONS,M,U,Active,30 DAYS - 6 MONTHS &/OR $100 - $500,180,0,AND/OR,500,0,FALSE,FALSE,,,,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
2296,61-04-0900,ALCOHOL / BEER PROVISIONS VIOLATION,M,U,Active,10 DAYS - 30 DAYS &/OR $10 - $100,30,0,AND/OR,100,0,FALSE,FALSE,,,,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
2297,61-06-4030(a),"ALCOHOL / TRANSPORTATION IN TAXI, VEHICLE FOR HIRE IS UNLAWFUL - 1ST OFFENSE",M,U,Active,6 MONTHS OR NLT $600,180,0,OR,1800,0,FALSE,FALSE,,,,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
2298,61-06-4040(a),ALCOHOL / ASSISTING IN UNLAWFUL  TRANSPORTATION -  1ST OFFENSE,M,U,Active,6 MONTHS OR NLT $600,180,0,OR,1800,0,FALSE,FALSE,,,,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
2300,61-06-4100(a),"ALCOHOL / UNLAWFUL MANUFACTURE, TRANSFER, OR POSSESSION OF DISTILLERY - 1ST OFFENSE",M,U,Active,6 MONTHS OR NLT $600,180,0,OR,1800,0,FALSE,FALSE,,,,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
2301,61-06-4120(a),ALCOHOL / MASH OR SIMILAR MATERIALS UPON PREMISES - 1ST OFFENSE,M,U,Active,6 MONTHS OR NLT $600,180,0,OR,1800,0,FALSE,FALSE,,,,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
2302,61-06-4130(a),ALCOHOL / PERSONS PRESENT AT DISTILLERY GUILTY - 1ST OFFENSE,M,U,Active,6 MONTHS OR NLT $600,180,0,OR,1800,0,FALSE,FALSE,,,,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
2303,61-06-4700(a),ALCOHOL / DRINKING ON PREMISES OF LIQUOR ESTABLISHMENT - 1ST OFFENSE,M,U,Active,30 DAYS OR $100,30,0,OR,100,0,FALSE,FALSE,,,,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
2304,61-06-4700(b),ALCOHOL / DRINKING ON PREMISES OF LIQUOR ESTABLISHMENT - 2ND OFFENSE,M,U,Active,60 DAYS OR $200,60,0,OR,200,0,FALSE,FALSE,,,,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
2305,61-06-4700(c),ALCOHOL / DRINKING ON PREMISES OF LIQUOR ESTABLISHMENT - 3RD OR SUB. OFFENSE,M,U,Active,90 DAYS OR $300,90,0,OR,300,0,FALSE,FALSE,,,,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
2306,61-06-4720,ALCOHOL / DRINKING ALCOHOLIC LIQUORS IN PUBLIC CONVEYANCE UNLAWFUL,M,U,Active,NMT 30 DAYS OR NMT $100,30,0,OR,100,0,FALSE,FALSE,,,,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
2307,61-06-4150(a),"ALCOHOL / SALE OF LIQUOR FROM VEHICLES, VESSELS OR AIRCRAFT - 1ST OFFENSE",M,U,Active,6 MONTHS OR NLT $600,180,0,OR,1800,0,FALSE,FALSE,,,,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
